ClusterID,Channel,UnitType,UnitArea
1,4,mua,PFC
2,3,mua,PFC
3,3,mua,PFC
5,2,mua,PFC
7,232,mua,PFC
8,4,mua,PFC
9,2,mua,PFC
10,7,mua,PFC
14,8,mua,PFC
15,248,mua,PFC
16,6,mua,PFC
18,252,mua,PFC
20,248,mua,PFC
22,12,mua,PFC
23,250,mua,PFC
24,218,mua,PFC
25,244,mua,PFC
26,11,mua,PFC
28,11,mua,PFC
29,13,mua,PFC
30,14,mua,PFC
32,16,mua,PFC
33,13,mua,PFC
34,14,mua,PFC
35,20,mua,PFC
36,248,mua,PFC
37,246,mua,PFC
38,20,mua,PFC
40,230,mua,PFC
41,22,mua,PFC
42,23,mua,PFC
43,21,mua,PFC
44,248,mua,PFC
45,24,mua,PFC
46,24,mua,PFC
47,244,mua,PFC
48,24,mua,PFC
49,251,mua,PFC
50,249,mua,PFC
51,25,mua,PFC
52,28,mua,PFC
53,27,mua,PFC
54,246,mua,PFC
55,267,mua,Undefined
56,27,mua,PFC
57,26,mua,PFC
58,31,mua,PFC
59,29,mua,PFC
60,32,mua,PFC
61,247,mua,PFC
62,29,mua,PFC
63,31,mua,PFC
64,267,mua,Undefined
65,30,mua,PFC
66,30,mua,PFC
67,33,mua,PFC
68,35,mua,PFC
69,244,mua,PFC
70,34,mua,PFC
71,248,mua,PFC
72,36,mua,PFC
73,31,mua,PFC
74,169,mua,PFC
75,248,mua,PFC
76,40,mua,PFC
77,38,mua,PFC
78,37,mua,PFC
79,39,mua,PFC
80,248,mua,PFC
81,38,mua,PFC
82,248,mua,PFC
83,39,mua,PFC
84,244,mua,PFC
85,43,mua,PFC
86,41,mua,PFC
87,42,mua,PFC
88,42,mua,PFC
90,261,mua,PFC
91,43,mua,PFC
93,50,mua,PFC
94,249,mua,PFC
95,49,mua,PFC
96,49,good,PFC
97,55,mua,PFC
98,55,mua,PFC
99,55,good,PFC
100,56,mua,PFC
101,59,mua,PFC
102,59,mua,PFC
103,61,mua,PFC
104,67,mua,PFC
105,248,mua,PFC
106,70,mua,PFC
107,75,mua,PFC
108,74,mua,PFC
109,75,mua,PFC
110,76,good,PFC
111,79,mua,PFC
112,78,mua,PFC
113,76,mua,PFC
114,78,mua,PFC
116,82,mua,PFC
118,85,mua,PFC
119,84,mua,PFC
120,91,mua,PFC
122,88,mua,PFC
123,88,mua,PFC
124,89,mua,PFC
125,92,mua,PFC
126,95,mua,PFC
127,94,mua,PFC
128,92,mua,PFC
129,94,good,PFC
132,98,mua,PFC
137,107,good,PFC
138,104,mua,PFC
142,110,good,PFC
144,108,mua,PFC
145,115,mua,PFC
146,112,mua,PFC
147,115,good,PFC
148,113,mua,PFC
152,119,good,PFC
153,117,mua,PFC
155,122,mua,PFC
156,122,mua,PFC
159,126,mua,PFC
161,127,mua,PFC
165,130,mua,PFC
166,131,mua,PFC
167,130,mua,PFC
168,131,mua,PFC
169,131,good,PFC
171,132,mua,PFC
174,137,good,PFC
175,138,mua,PFC
178,141,mua,PFC
180,143,good,PFC
182,146,mua,PFC
185,149,mua,PFC
188,153,mua,PFC
190,155,mua,PFC
191,159,mua,PFC
192,157,mua,PFC
205,168,mua,PFC
209,168,good,PFC
210,165,mua,PFC
213,170,mua,PFC
214,171,mua,PFC
219,175,mua,PFC
220,173,mua,PFC
224,173,mua,PFC
229,177,mua,PFC
232,180,mua,PFC
234,183,good,PFC
235,179,good,PFC
243,186,mua,PFC
247,188,mua,PFC
250,189,mua,PFC
251,187,mua,PFC
252,187,good,PFC
256,191,mua,PFC
259,196,good,PFC
260,196,mua,PFC
263,201,good,PFC
268,208,mua,PFC
269,204,mua,PFC
270,208,mua,PFC
271,205,good,PFC
274,206,good,PFC
276,207,mua,PFC
280,213,good,PFC
281,217,mua,PFC
282,217,good,PFC
283,213,good,PFC
284,217,mua,PFC
285,221,mua,PFC
286,221,good,PFC
287,223,good,PFC
288,225,mua,PFC
289,229,mua,PFC
290,227,good,PFC
292,231,mua,PFC
293,238,mua,PFC
294,237,mua,PFC
295,235,mua,PFC
297,242,good,PFC
298,242,good,PFC
299,246,good,PFC
300,245,good,PFC
301,243,mua,PFC
302,243,good,PFC
303,249,good,PFC
304,249,good,PFC
305,247,mua,PFC
306,252,mua,PFC
307,251,mua,PFC
308,251,mua,PFC
309,252,good,PFC
310,254,mua,PFC
311,254,mua,PFC
312,258,mua,PFC
313,259,mua,PFC
315,258,mua,PFC
316,265,mua,Undefined
318,269,mua,Undefined
319,267,mua,Undefined
321,273,mua,Undefined
322,250,mua,PFC
323,274,mua,Undefined
324,275,mua,Undefined
326,276,mua,Undefined
327,244,mua,PFC
328,276,good,Undefined
329,279,mua,Undefined
331,280,mua,Undefined
332,280,mua,Undefined
333,259,mua,PFC
336,286,mua,Undefined
337,286,mua,Undefined
339,293,mua,Undefined
340,290,good,Undefined
341,291,mua,Undefined
342,290,mua,Undefined
343,293,mua,Undefined
344,291,mua,Undefined
345,250,mua,PFC
347,297,mua,Undefined
348,296,mua,Undefined
350,297,good,Undefined
351,295,good,Undefined
352,173,mua,PFC
353,295,good,Undefined
355,294,mua,Undefined
356,249,good,PFC
357,297,mua,Undefined
358,297,good,Undefined
359,248,mua,PFC
360,299,mua,Undefined
361,298,mua,Undefined
362,299,mua,Undefined
364,248,mua,PFC
365,6,mua,PFC
366,18,mua,PFC
367,48,mua,PFC
368,248,mua,PFC
369,95,good,PFC
370,102,mua,PFC
371,98,mua,PFC
372,119,mua,PFC
373,113,good,PFC
374,118,mua,PFC
375,162,good,PFC
376,126,good,PFC
377,140,mua,PFC
378,141,good,PFC
379,250,mua,PFC
380,162,mua,PFC
381,168,mua,PFC
382,177,mua,PFC
383,182,mua,PFC
384,189,good,PFC
385,203,good,PFC
386,207,mua,PFC
387,204,good,PFC
388,211,mua,PFC
389,231,mua,PFC
390,261,mua,PFC
391,292,mua,Undefined
392,295,mua,Undefined
393,251,mua,PFC
