TimeStamp,Speed,EyeArea
0.0000,NaN,NaN
0.0167,0.0000,53.1822
0.0333,0.0000,52.4901
0.0500,0.0000,51.8536
0.0667,0.0000,51.7073
0.0833,0.0000,51.5528
0.1000,0.0000,51.3413
0.1167,0.0000,51.3207
0.1333,0.0000,53.1797
0.1500,0.0000,54.7353
0.1667,0.0000,53.5702
0.1833,0.0000,52.5651
0.2000,0.0000,53.0912
0.2167,0.0000,53.6316
0.2333,0.0000,54.3597
0.2500,0.0000,55.0106
0.2667,0.0000,54.6376
0.2833,0.0000,54.3130
0.3000,0.0000,54.6205
0.3167,0.0000,54.8933
0.3333,0.0000,54.7052
0.3500,0.0000,54.4674
0.3667,0.0000,53.4150
0.3833,0.0000,52.4170
0.4000,0.0000,52.4495
0.4167,0.0000,52.4965
0.4333,0.0000,52.8783
0.4500,0.0000,53.2282
0.4667,0.0000,52.7667
0.4833,0.0000,52.3477
0.5000,0.0000,52.8402
0.5167,0.0000,53.3017
0.5333,0.0000,52.2679
0.5500,0.0000,51.2539
0.5667,0.0000,51.3326
0.5833,0.0000,51.4322
0.6000,0.0000,52.2941
0.6167,0.0000,53.1527
0.6333,0.0000,53.5990
0.6500,0.0000,54.0513
0.6667,0.0000,54.8720
0.6833,0.0000,55.6896
0.7000,0.0000,55.5659
0.7167,0.0000,55.4422
0.7333,0.0000,54.0082
0.7500,0.0000,52.5430
0.7667,0.0000,52.8902
0.7833,0.0000,53.2652
0.8000,0.0000,53.7250
0.8167,0.0000,54.1852
0.8333,0.0000,54.5025
0.8500,0.0000,54.8169
0.8667,0.0000,53.2491
0.8833,0.0000,51.5966
0.9000,0.0000,52.5981
0.9167,0.0000,53.7178
0.9333,0.0000,54.7198
0.9500,0.0000,55.7186
0.9667,0.0000,54.5433
0.9833,0.0000,53.2191
1.0000,-0.0086,52.3302
1.0167,-0.0176,51.4612
1.0333,-0.0447,51.6268
1.0500,-0.0729,51.8605
1.0667,-0.1184,51.6646
1.0833,-0.1653,51.4318
1.1000,-0.2261,52.0351
