TimeStamp,Speed,EyeArea
0.0000,NaN,NaN
0.0167,0.0000,76.3865
0.0333,0.0000,76.4100
0.0500,0.0000,76.0355
0.0667,0.0000,75.2722
0.0833,0.0000,74.6608
0.1000,0.0000,74.1972
0.1167,0.0000,74.6457
0.1333,0.0000,76.0242
0.1500,0.0000,76.5238
0.1667,0.0000,76.1420
0.1833,0.0000,75.3742
0.2000,0.0000,74.2225
0.2167,0.0000,73.9910
0.2333,0.0000,74.6994
0.2500,0.0000,73.3347
0.2667,0.0000,69.8030
0.2833,0.0000,69.1075
0.3000,0.0000,71.3538
0.3167,0.0000,72.3800
0.3333,0.0000,72.0582
0.3500,0.0000,71.3879
0.3667,0.0000,70.3425
0.3833,0.0000,69.9760
0.4000,0.0000,70.3854
0.4167,0.0000,70.8699
0.4333,0.0000,71.4316
0.4500,0.0000,72.8196
0.4667,0.0000,75.0479
0.4833,0.0000,75.2657
0.5000,0.0000,73.3976
0.5167,0.0000,72.4098
0.5333,0.0000,72.3509
0.5500,0.0000,72.0590
0.5667,0.0000,71.5268
0.5833,0.0000,72.0214
0.6000,0.0000,73.5668
0.6167,0.0000,74.7199
0.6333,0.0000,75.4624
0.6500,0.0000,75.3342
0.6667,0.0000,74.2817
0.6833,0.0000,73.5919
0.7000,0.0000,73.2936
0.7167,0.0000,73.1905
0.7333,0.0000,73.3025
0.7500,0.0000,73.7439
0.7667,0.0000,74.5422
0.7833,0.0000,75.3254
0.8000,0.0000,76.0912
0.8167,0.0000,75.9064
0.8333,0.0000,74.6823
0.8500,0.0000,74.2836
0.8667,0.0000,74.7509
0.8833,0.0000,74.7003
0.9000,0.0000,74.1007
0.9167,0.0000,73.9106
0.9333,0.0000,74.1746
0.9500,0.0000,74.8356
0.9667,0.0000,75.9241
0.9833,0.0000,76.1087
1.0000,0.0000,75.2817
1.0167,0.0000,74.5740
1.0333,0.0000,74.0081
1.0500,0.0000,73.9257
1.0667,0.0000,74.4337
1.0833,0.0000,74.9662
1.1000,0.0000,75.5255
1.1167,0.0000,76.2005
1.1333,0.0000,77.0120
1.1500,0.0000,76.7097
1.1667,0.0000,75.1471
1.1833,0.0000,73.7738
1.2000,0.0000,72.6431
1.2167,0.0000,71.7868
1.2333,0.0000,71.2468
1.2500,0.0000,71.5724
1.2667,0.0000,72.8821
1.2833,0.0000,73.6236
1.3000,0.0000,73.6551
1.3167,0.0000,73.1004
1.3333,0.0000,71.8344
1.3500,0.0000,71.4587
1.3667,0.0000,72.0812
1.3833,0.0000,72.6318
1.4000,0.0000,73.0907
1.4167,0.0000,73.6552
1.4333,0.0000,74.3494
1.4500,0.0000,73.2088
1.4667,0.0000,69.9100
1.4833,0.0000,68.2662
1.5000,0.0000,68.6973
1.5167,0.0000,69.1139
1.5333,0.0000,69.5123
1.5500,0.0000,70.0331
1.5667,0.0000,70.7103
1.5833,0.0000,70.5207
1.6000,0.0000,69.2890
1.6167,0.0000,68.5536
1.6333,0.0000,68.4011
1.6500,0.0000,68.6375
1.6667,0.0000,69.3732
1.6833,0.0000,69.3313
1.7000,0.0000,68.3588
1.7167,0.0000,67.3003
1.7333,0.0000,66.1415
1.7500,0.0000,65.5733
1.7667,0.0000,65.7571
1.7833,0.0000,65.8253
1.8000,0.0000,65.7372
1.8167,0.0000,65.6759
1.8333,0.0000,65.6478
1.8500,0.0000,65.5043
