ClusterID,Channel,UnitType,UnitArea
0,3,mua,PFC
1,6,mua,PFC
2,7,mua,PFC
3,4,good,PFC
4,4,mua,PFC
5,3,mua,PFC
6,8,good,PFC
7,8,mua,PFC
9,8,good,PFC
10,11,mua,PFC
11,11,good,PFC
12,8,mua,PFC
13,12,good,PFC
14,11,good,PFC
15,11,mua,PFC
17,8,mua,PFC
18,9,mua,PFC
19,8,mua,PFC
21,10,mua,PFC
22,9,mua,PFC
23,206,mua,PFC
24,16,good,PFC
25,9,mua,PFC
27,16,mua,PFC
28,13,mua,PFC
29,18,mua,PFC
30,20,mua,PFC
31,20,mua,PFC
32,17,mua,PFC
33,21,good,PFC
34,23,mua,PFC
35,22,mua,PFC
36,22,good,PFC
37,21,mua,PFC
38,20,mua,PFC
39,230,mua,PFC
40,29,good,PFC
41,30,mua,PFC
42,25,good,PFC
43,31,good,PFC
44,29,good,PFC
46,29,mua,PFC
47,35,good,PFC
49,37,good,PFC
50,41,good,PFC
52,43,mua,PFC
53,41,good,PFC
55,45,good,PFC
57,47,good,PFC
59,51,mua,PFC
60,49,mua,PFC
61,51,mua,PFC
62,51,mua,PFC
63,51,good,PFC
64,52,good,PFC
65,49,mua,PFC
66,49,mua,PFC
67,56,good,PFC
68,56,good,PFC
70,52,good,PFC
72,54,good,PFC
82,57,good,PFC
83,60,good,PFC
86,63,mua,PFC
88,62,good,PFC
89,63,good,PFC
90,63,mua,PFC
91,62,good,PFC
94,64,good,PFC
97,67,mua,PFC
100,68,good,PFC
103,72,mua,PFC
109,70,mua,PFC
115,76,mua,PFC
122,77,mua,PFC
123,206,mua,PFC
125,78,mua,PFC
128,79,good,PFC
132,83,mua,PFC
135,87,good,PFC
136,87,mua,PFC
138,87,good,PFC
139,84,good,PFC
142,86,good,PFC
143,89,good,PFC
144,89,good,PFC
145,91,mua,PFC
147,89,good,PFC
149,91,good,PFC
151,94,mua,PFC
153,93,good,PFC
161,100,mua,PFC
163,103,good,PFC
166,103,good,PFC
168,103,good,PFC
176,106,good,PFC
181,104,good,PFC
189,111,good,PFC
190,110,good,PFC
191,109,good,PFC
193,108,good,PFC
195,112,mua,PFC
201,115,good,PFC
202,115,good,PFC
204,114,good,PFC
205,118,good,PFC
206,119,good,PFC
207,119,mua,PFC
208,118,good,PFC
211,122,mua,PFC
212,120,good,PFC
215,123,good,PFC
216,120,good,PFC
219,126,good,PFC
220,125,mua,PFC
222,127,good,PFC
224,128,good,PFC
225,206,mua,PFC
