ClusterID,Channel,UnitType,UnitArea
0,1,good,PFC
2,3,mua,PFC
4,1,mua,PFC
7,8,mua,PFC
9,7,mua,PFC
10,8,good,PFC
13,12,good,PFC
14,12,mua,PFC
15,9,good,PFC
16,11,mua,PFC
18,12,good,PFC
23,13,good,PFC
24,16,good,PFC
25,15,mua,PFC
26,16,good,PFC
28,16,mua,PFC
30,19,good,PFC
31,18,mua,PFC
32,20,mua,PFC
33,20,good,PFC
34,17,mua,PFC
35,20,mua,PFC
38,21,good,PFC
39,21,mua,PFC
40,27,mua,PFC
41,27,mua,PFC
42,25,good,PFC
44,25,good,PFC
45,26,mua,PFC
46,28,good,PFC
48,31,mua,PFC
50,29,good,PFC
52,34,mua,PFC
56,36,mua,PFC
57,36,mua,PFC
58,37,mua,PFC
60,40,mua,PFC
61,40,mua,PFC
64,40,good,PFC
65,37,mua,PFC
67,41,mua,PFC
68,43,mua,PFC
69,44,good,PFC
74,47,good,PFC
75,47,good,PFC
76,47,mua,PFC
77,47,mua,PFC
78,46,mua,PFC
79,45,mua,PFC
80,47,mua,PFC
81,45,good,PFC
83,52,good,PFC
84,51,mua,PFC
85,50,good,PFC
88,54,mua,PFC
90,54,mua,PFC
92,54,mua,PFC
94,53,mua,PFC
95,53,good,PFC
98,182,mua,Undefined
99,57,mua,PFC
107,64,mua,PFC
108,63,mua,PFC
109,63,mua,PFC
111,65,mua,PFC
112,67,good,PFC
115,72,mua,PFC
116,69,good,PFC
119,71,good,PFC
120,72,mua,PFC
122,75,mua,PFC
123,74,mua,PFC
124,74,good,PFC
125,74,mua,PFC
126,72,mua,PFC
127,74,mua,PFC
128,74,mua,PFC
131,78,mua,PFC
133,77,mua,PFC
134,79,mua,PFC
138,77,good,PFC
139,83,mua,PFC
146,87,good,PFC
149,91,mua,PFC
151,92,mua,PFC
153,93,mua,PFC
156,93,good,PFC
157,96,good,PFC
164,97,good,PFC
165,97,mua,PFC
170,103,mua,PFC
173,108,good,PFC
174,107,mua,PFC
176,105,mua,PFC
181,105,good,PFC
200,119,mua,PFC
205,124,mua,PFC
206,121,mua,PFC
207,122,mua,PFC
211,124,mua,PFC
218,128,good,PFC
221,126,mua,PFC
223,128,mua,PFC
225,129,mua,PFC
226,130,mua,PFC
228,129,mua,PFC
230,132,mua,PFC
232,133,good,PFC
233,135,mua,PFC
234,136,mua,PFC
235,133,mua,PFC
237,137,good,PFC
238,140,mua,PFC
239,125,mua,PFC
240,138,good,PFC
242,137,mua,PFC
243,139,mua,PFC
244,141,mua,PFC
245,139,good,PFC
246,143,mua,PFC
248,146,mua,PFC
249,149,mua,PFC
253,155,mua,PFC
254,160,good,PFC
256,164,mua,PFC
257,164,mua,PFC
258,162,mua,PFC
259,167,mua,PFC
261,171,good,PFC
263,170,good,PFC
264,169,good,PFC
265,169,good,PFC
266,169,good,PFC
267,171,good,PFC
268,170,good,PFC
269,176,mua,PFC
270,176,mua,PFC
271,178,mua,PFC
272,178,mua,PFC
274,182,mua,Undefined
275,188,mua,Undefined
276,187,mua,Undefined
277,16,mua,PFC
278,185,mua,Undefined
279,187,mua,Undefined
280,184,mua,Undefined
281,188,mua,Undefined
282,188,mua,Undefined
283,192,mua,Undefined
284,192,mua,Undefined
285,13,mua,PFC
286,190,mua,Undefined
287,112,good,PFC
288,196,mua,Undefined
289,195,good,Undefined
290,194,mua,Undefined
291,105,mua,PFC
292,196,mua,Undefined
293,103,good,PFC
294,198,mua,Undefined
295,200,mua,Undefined
296,203,good,Undefined
297,204,mua,Undefined
298,125,good,PFC
299,107,good,PFC
300,207,good,Undefined
301,115,good,PFC
303,207,good,Undefined
304,139,good,PFC
305,107,mua,PFC
309,119,good,PFC
311,96,mua,PFC
312,59,mua,PFC
313,115,good,PFC
314,32,good,PFC
315,217,good,Undefined
316,97,good,PFC
318,221,good,Undefined
319,222,mua,Undefined
320,223,good,Undefined
322,111,good,PFC
323,221,good,Undefined
324,125,mua,PFC
325,228,mua,Undefined
327,230,good,Undefined
328,231,good,Undefined
330,115,good,PFC
331,78,mua,PFC
333,105,mua,PFC
335,115,good,PFC
338,162,good,PFC
339,239,good,Undefined
341,239,good,Undefined
344,164,good,PFC
345,244,good,Undefined
346,59,good,PFC
347,115,good,PFC
350,132,good,PFC
352,245,good,Undefined
353,246,mua,Undefined
357,254,good,Undefined
358,255,good,Undefined
359,65,mua,PFC
361,16,good,PFC
362,258,good,Undefined
363,52,mua,PFC
364,259,good,Undefined
365,105,mua,PFC
366,113,mua,PFC
367,93,good,PFC
368,113,good,PFC
369,266,mua,Undefined
370,271,mua,Undefined
371,95,mua,PFC
374,275,good,Undefined
375,115,good,PFC
376,87,mua,PFC
378,43,good,PFC
379,276,good,Undefined
380,112,good,PFC
381,282,mua,Undefined
383,97,mua,PFC
384,119,mua,PFC
385,286,mua,Undefined
386,290,good,Undefined
387,87,good,PFC
388,115,mua,PFC
390,47,good,PFC
391,295,good,Undefined
392,295,good,Undefined
393,93,good,PFC
394,297,good,Undefined
396,115,mua,PFC
397,301,good,Undefined
399,303,mua,Undefined
400,79,good,PFC
402,118,good,PFC
405,307,good,Undefined
406,304,good,Undefined
407,112,good,PFC
408,308,good,Undefined
409,125,good,PFC
411,24,good,PFC
412,16,good,PFC
413,312,good,Undefined
415,312,good,Undefined
418,74,good,PFC
419,318,good,Undefined
420,112,mua,PFC
421,318,good,Undefined
423,320,good,Undefined
424,322,good,Undefined
425,115,good,PFC
426,101,good,PFC
427,30,good,PFC
429,112,mua,PFC
431,161,mua,PFC
432,326,mua,Undefined
436,110,good,PFC
437,118,mua,PFC
438,164,mua,PFC
439,19,good,PFC
440,330,mua,Undefined
441,65,mua,PFC
442,16,good,PFC
443,12,good,PFC
445,328,good,Undefined
446,334,mua,Undefined
447,65,mua,PFC
448,334,mua,Undefined
449,25,mua,PFC
451,93,mua,PFC
452,116,mua,PFC
453,342,mua,Undefined
455,344,mua,Undefined
456,115,mua,PFC
457,112,mua,PFC
458,345,mua,Undefined
459,134,good,PFC
461,346,mua,Undefined
465,100,mua,PFC
466,48,mua,PFC
467,355,mua,Undefined
468,87,good,PFC
469,353,mua,Undefined
470,354,mua,Undefined
471,120,mua,PFC
472,352,mua,Undefined
473,28,mua,PFC
475,357,mua,Undefined
478,361,mua,Undefined
479,160,mua,PFC
481,93,mua,PFC
483,16,mua,PFC
484,5,good,PFC
485,5,good,PFC
486,22,mua,PFC
487,34,good,PFC
488,43,mua,PFC
489,37,mua,PFC
490,42,mua,PFC
491,69,mua,PFC
492,53,good,PFC
493,85,good,PFC
494,80,mua,PFC
495,85,good,PFC
496,97,mua,PFC
497,111,mua,PFC
498,115,mua,PFC
499,125,mua,PFC
500,129,mua,PFC
501,127,good,PFC
502,136,good,PFC
503,147,mua,PFC
504,160,mua,PFC
505,170,mua,PFC
506,208,mua,Undefined
507,209,mua,Undefined
508,63,mua,PFC
509,229,mua,Undefined
510,234,good,Undefined
511,61,good,PFC
512,249,good,Undefined
513,277,good,Undefined
514,280,good,Undefined
515,19,mua,PFC
516,316,good,Undefined
517,54,mua,PFC
518,342,mua,Undefined
