ClusterID,Channel,UnitType,UnitArea
0,1,good,Undefined
1,1,mua,Undefined
2,4,good,Undefined
3,3,mua,Undefined
6,8,mua,Undefined
7,10,mua,Undefined
11,14,mua,Undefined
12,311,mua,VCX
13,15,mua,Undefined
14,311,mua,VCX
15,20,mua,Undefined
16,18,mua,Undefined
17,19,mua,Undefined
18,321,mua,VCX
19,20,mua,Undefined
20,20,mua,Undefined
21,22,mua,Undefined
22,21,mua,Undefined
23,23,mua,Undefined
24,24,good,Undefined
25,238,mua,Undefined
26,22,mua,Undefined
27,311,mua,VCX
28,27,good,Undefined
29,28,good,Undefined
30,321,mua,VCX
31,29,mua,Undefined
32,29,mua,Undefined
33,31,mua,Undefined
34,238,mua,Undefined
35,32,mua,Undefined
36,32,mua,Undefined
37,30,good,Undefined
38,33,mua,Undefined
39,323,mua,VCX
40,319,mua,VCX
42,34,mua,Undefined
43,34,mua,Undefined
44,36,mua,Undefined
45,238,mua,Undefined
46,309,good,VCX
47,38,mua,Undefined
48,311,mua,VCX
49,37,mua,Undefined
51,320,mua,VCX
53,311,mua,VCX
55,45,good,Undefined
56,311,mua,VCX
57,51,good,Undefined
58,49,good,Undefined
59,49,good,Undefined
60,319,mua,VCX
61,54,mua,Undefined
62,319,mua,VCX
63,57,mua,Undefined
64,60,mua,Undefined
65,238,good,Undefined
66,311,mua,VCX
69,311,mua,VCX
70,315,mua,VCX
71,71,mua,Undefined
72,320,mua,VCX
73,76,mua,Undefined
76,78,mua,Undefined
77,238,mua,Undefined
78,325,mua,VCX
79,82,mua,Undefined
80,311,mua,VCX
81,84,mua,Undefined
82,82,mua,Undefined
83,319,mua,VCX
84,86,mua,Undefined
87,236,mua,Undefined
89,89,mua,Undefined
90,311,mua,VCX
91,95,mua,Undefined
93,316,mua,VCX
94,97,mua,Undefined
95,316,mua,VCX
96,103,mua,Undefined
97,238,mua,Undefined
98,311,mua,VCX
99,104,mua,Undefined
101,325,mua,VCX
102,238,mua,Undefined
104,238,mua,Undefined
105,106,mua,Undefined
106,111,mua,Undefined
107,111,mua,Undefined
108,238,mua,Undefined
109,112,mua,Undefined
110,325,mua,VCX
111,137,mua,Undefined
112,116,mua,Undefined
113,316,mua,VCX
114,311,mua,VCX
115,236,mua,Undefined
118,120,mua,Undefined
119,118,mua,Undefined
120,236,mua,Undefined
121,122,mua,Undefined
122,122,good,Undefined
123,238,mua,Undefined
125,120,mua,Undefined
126,132,mua,Undefined
127,122,mua,Undefined
130,124,good,Undefined
131,132,mua,Undefined
132,132,good,Undefined
133,128,mua,Undefined
134,128,good,Undefined
137,128,mua,Undefined
140,130,mua,Undefined
146,132,mua,Undefined
150,127,mua,Undefined
155,131,mua,Undefined
157,132,mua,Undefined
159,132,mua,Undefined
165,136,mua,Undefined
172,136,good,Undefined
173,136,mua,Undefined
174,137,mua,Undefined
185,139,mua,Undefined
189,140,mua,Undefined
190,144,good,Undefined
199,149,good,Undefined
200,148,good,Undefined
201,149,mua,Undefined
205,139,mua,Undefined
207,141,mua,Undefined
208,152,good,Undefined
209,149,good,Undefined
210,148,mua,Undefined
214,153,mua,Undefined
216,153,good,Undefined
217,160,good,Undefined
219,157,mua,Undefined
220,164,mua,Undefined
221,238,mua,Undefined
223,167,mua,Undefined
224,168,mua,Undefined
225,168,good,Undefined
226,168,good,Undefined
227,238,mua,Undefined
228,311,good,VCX
229,169,mua,Undefined
230,231,mua,Undefined
231,176,mua,Undefined
232,236,mua,Undefined
233,180,good,Undefined
234,183,mua,Undefined
236,183,mua,Undefined
238,184,mua,Undefined
239,191,mua,Undefined
240,190,mua,Undefined
241,195,mua,Undefined
242,194,mua,Undefined
244,199,mua,Undefined
245,199,good,Undefined
246,196,mua,Undefined
248,200,good,Undefined
254,205,mua,Undefined
255,210,mua,Undefined
256,204,good,Undefined
260,215,mua,Undefined
261,215,mua,Undefined
262,211,good,Undefined
263,212,good,Undefined
265,227,mua,Undefined
266,219,good,Undefined
267,219,mua,Undefined
268,217,good,Undefined
269,216,good,Undefined
270,220,mua,Undefined
272,223,mua,Undefined
273,223,good,Undefined
275,223,mua,Undefined
276,223,good,Undefined
277,231,mua,Undefined
281,225,good,Undefined
282,225,mua,Undefined
285,228,mua,Undefined
287,225,good,Undefined
292,231,good,Undefined
296,231,mua,Undefined
330,239,mua,Undefined
339,243,good,Undefined
341,236,mua,Undefined
342,238,mua,Undefined
343,236,mua,Undefined
344,247,good,Undefined
346,246,mua,Undefined
347,240,mua,Undefined
348,248,good,Undefined
349,250,good,Undefined
350,238,mua,Undefined
351,250,mua,Undefined
352,250,mua,Undefined
354,252,mua,Undefined
356,252,good,Undefined
357,254,mua,Undefined
358,255,good,Undefined
361,257,good,Undefined
362,256,mua,Undefined
363,256,good,Undefined
364,256,good,Undefined
366,262,good,Undefined
367,263,good,Undefined
368,260,mua,Undefined
370,298,mua,VCX
371,267,good,Undefined
373,267,mua,Undefined
375,265,good,Undefined
377,269,good,Undefined
383,271,good,Undefined
386,275,good,VCX
387,275,good,VCX
389,273,good,VCX
390,275,good,VCX
391,275,good,VCX
393,275,good,VCX
396,277,good,VCX
397,279,good,VCX
399,276,good,VCX
400,276,good,VCX
402,280,mua,VCX
404,281,good,VCX
405,281,mua,VCX
408,280,mua,VCX
410,283,good,VCX
411,283,mua,VCX
412,284,good,VCX
414,287,mua,VCX
415,284,mua,VCX
416,287,good,VCX
417,290,good,VCX
419,288,good,VCX
421,288,mua,VCX
423,291,mua,VCX
425,295,mua,VCX
428,295,good,VCX
430,295,good,VCX
432,295,mua,VCX
433,292,good,VCX
434,292,good,VCX
439,299,mua,VCX
442,302,mua,VCX
443,303,mua,VCX
444,300,mua,VCX
446,303,good,VCX
447,307,good,VCX
448,306,mua,VCX
449,305,good,VCX
450,311,good,VCX
451,311,mua,VCX
459,307,good,VCX
461,312,good,VCX
466,306,good,VCX
474,317,mua,VCX
488,311,mua,VCX
490,316,good,VCX
491,319,good,VCX
499,324,mua,VCX
510,316,mua,VCX
512,324,mua,VCX
514,326,mua,VCX
518,324,good,VCX
520,328,mua,VCX
522,330,good,VCX
524,331,mua,VCX
525,331,mua,VCX
527,331,mua,VCX
529,330,mua,VCX
530,333,mua,VCX
531,335,mua,VCX
533,335,mua,VCX
534,332,good,VCX
536,336,good,VCX
537,339,mua,VCX
540,337,mua,VCX
543,336,mua,VCX
545,336,mua,VCX
547,346,mua,VCX
548,344,mua,VCX
549,347,mua,VCX
551,347,good,VCX
562,311,mua,VCX
565,354,mua,VCX
566,352,mua,VCX
567,352,mua,VCX
568,358,mua,VCX
569,359,mua,VCX
570,356,mua,VCX
573,362,mua,VCX
574,5,good,Undefined
575,10,good,Undefined
576,35,mua,Undefined
577,63,mua,Undefined
578,75,mua,Undefined
579,86,mua,Undefined
580,320,good,VCX
581,97,mua,Undefined
582,127,good,Undefined
583,128,good,Undefined
584,132,mua,Undefined
585,140,mua,Undefined
586,132,mua,Undefined
587,132,mua,Undefined
588,136,mua,Undefined
589,139,mua,Undefined
590,141,mua,Undefined
591,153,good,Undefined
592,154,good,Undefined
593,153,good,Undefined
594,157,good,Undefined
595,187,mua,Undefined
596,238,mua,Undefined
597,200,good,Undefined
598,202,good,Undefined
599,209,good,Undefined
600,223,mua,Undefined
601,227,good,Undefined
602,233,mua,Undefined
603,236,mua,Undefined
604,238,good,Undefined
605,242,mua,Undefined
606,252,good,Undefined
607,253,good,Undefined
608,260,mua,Undefined
609,238,mua,Undefined
610,269,mua,Undefined
611,278,mua,VCX
612,272,good,Undefined
613,277,good,VCX
614,275,good,VCX
615,280,good,VCX
616,280,mua,VCX
617,295,mua,VCX
618,291,good,VCX
619,292,mua,VCX
620,292,mua,VCX
621,299,mua,VCX
622,299,mua,VCX
623,296,mua,VCX
624,311,good,VCX
625,316,mua,VCX
626,331,mua,VCX
627,331,mua,VCX
628,324,mua,VCX
629,336,mua,VCX
630,337,mua,VCX
631,339,mua,VCX
632,346,good,VCX
633,343,mua,VCX
634,349,mua,VCX
635,356,mua,VCX
