TimeStamp,Speed,EyeArea
0.0000,NaN,NaN
0.0167,0.0000,112.3458
0.0333,0.0000,113.6067
0.0500,0.0000,111.4378
0.0667,0.0000,110.8457
0.0833,0.0000,110.7579
0.1000,0.0000,110.1551
0.1167,0.0000,111.4048
0.1333,0.0000,111.2985
0.1500,0.0000,111.8289
0.1667,0.0000,108.3947
0.1833,0.0000,109.5209
0.2000,0.0000,107.9416
0.2167,0.0000,108.2702
0.2333,0.0000,110.7092
0.2500,0.0000,110.4180
0.2667,0.0000,109.1332
0.2833,0.0000,108.6476
0.3000,0.0000,109.1831
0.3167,0.0000,107.2589
0.3333,0.0000,107.4757
0.3500,0.0000,109.5534
0.3667,0.0000,109.7556
0.3833,0.0000,108.3866
0.4000,0.0000,107.0415
0.4167,0.0000,108.8140
0.4333,0.0000,108.5409
0.4500,0.0000,108.4696
0.4667,0.0000,108.4611
0.4833,0.0000,107.8356
0.5000,0.0000,106.9847
0.5167,0.0000,105.6096
0.5333,0.0000,105.2953
0.5500,0.0000,107.3463
0.5667,0.0000,106.4843
0.5833,0.0000,106.4397
0.6000,0.0000,103.1174
0.6167,0.0000,102.6488
0.6333,0.0000,104.1010
0.6500,0.0000,104.1040
0.6667,0.0000,103.6249
0.6833,0.0000,104.7641
0.7000,0.0000,103.9818
0.7167,0.0000,103.3345
0.7333,0.0000,103.3453
0.7500,0.0000,101.9756
0.7667,0.0000,101.8642
0.7833,0.0000,101.1840
0.8000,0.0000,99.8838
0.8167,0.0000,100.7294
0.8333,0.0000,101.2124
0.8500,0.0000,101.2161
0.8667,0.0000,101.3420
0.8833,0.0000,103.0175
0.9000,0.0000,103.5248
0.9167,0.0000,102.2231
0.9333,0.0000,100.4837
0.9500,0.0000,100.2091
0.9667,0.0000,100.5356
0.9833,0.0000,100.2327
1.0000,0.0000,100.1841
1.0167,0.0000,100.4308
1.0333,0.0000,101.1731
1.0500,-0.0235,100.8990
1.0667,-0.0907,100.0970
1.0833,-0.1899,99.8574
1.1000,-0.3199,99.1401
1.1167,-0.4723,96.5245
1.1333,-0.5894,95.6701
1.1500,-0.6176,96.0984
1.1667,-0.5548,98.3518
1.1833,-0.4257,98.3232
1.2000,-0.2768,97.3141
1.2167,-0.1610,97.9753
1.2333,-0.0766,99.4346
1.2500,-0.0270,99.2861
1.2667,-0.0045,98.7552
1.2833,0.0000,98.1139
1.3000,0.0000,96.8230
1.3167,0.0000,96.9946
1.3333,0.0000,97.1010
1.3500,0.0000,95.4675
1.3667,0.0000,95.7097
1.3833,0.0000,96.0890
1.4000,0.0000,96.2232
1.4167,0.0000,96.7031
1.4333,0.0000,97.1531
1.4500,0.0000,97.5344
1.4667,0.0000,97.6105
1.4833,0.0000,97.5241
1.5000,0.0000,96.0360
1.5167,0.0000,95.6353
1.5333,0.0000,96.0598
1.5500,0.0000,96.5025
1.5667,0.0000,97.1459
1.5833,0.0000,95.7125
1.6000,0.0000,94.9147
1.6167,0.0000,95.1840
1.6333,0.0000,95.4920
1.6500,0.0000,96.5480
1.6667,0.0000,97.6107
1.6833,0.0000,98.0871
1.7000,0.0000,98.2328
1.7167,0.0000,98.3252
1.7333,0.0000,96.3935
1.7500,0.0000,95.0279
1.7667,0.0000,94.8661
1.7833,0.0000,96.6227
1.8000,0.0000,98.1308
1.8167,0.0000,97.5290
1.8333,0.0000,96.7963
1.8500,0.0000,96.4181
1.8667,0.0000,94.9336
1.8833,0.0000,95.1520
1.9000,0.0000,97.1086
1.9167,0.0000,97.2979
1.9333,0.0000,97.0820
1.9500,0.0000,93.9523
1.9667,0.0000,93.8118
1.9833,0.0000,95.6378
2.0000,0.0000,94.7400
2.0167,0.0000,94.9745
2.0333,0.0000,94.9380
2.0500,0.0000,93.8455
2.0667,0.0000,92.3889
2.0833,0.0000,91.8783
2.1000,0.0000,92.9878
2.1167,0.0000,95.1403
2.1333,0.0000,96.1149
2.1500,0.0000,96.2415
2.1667,0.0000,94.5185
2.1833,0.0000,93.1862
2.2000,0.0000,93.6930
2.2167,0.0000,92.7469
2.2333,0.0000,92.1204
2.2500,0.0000,91.8684
2.2667,0.0000,92.4065
2.2833,0.0000,91.7598
2.3000,0.0000,91.8125
2.3167,0.0000,91.5001
2.3333,0.0000,92.6097
2.3500,0.0000,92.9173
2.3667,0.0000,90.9871
2.3833,0.0000,90.5602
2.4000,0.0000,89.4162
2.4167,-0.0192,90.5176
2.4333,-0.0754,93.1371
2.4500,-0.1642,93.5994
2.4667,-0.2840,92.8939
2.4833,-0.4183,91.4302
2.5000,-0.5234,89.8608
2.5167,-0.5637,90.5267
2.5333,-0.5163,90.4438
2.5500,-0.4031,90.5667
2.5667,-0.2695,91.2862
2.5833,-0.1530,92.6619
2.6000,-0.0742,92.7717
2.6167,-0.0288,92.6850
2.6333,-0.0061,92.8436
2.6500,0.0000,94.2939
2.6667,-0.0193,95.4030
2.6833,-0.0787,94.5634
2.7000,-0.1733,94.4462
2.7167,-0.3009,93.7908
2.7333,-0.4459,91.8039
2.7500,-0.5644,88.5412
2.7667,-0.6084,87.2605
2.7833,-0.5597,89.2344
2.8000,-0.4400,92.6748
2.8167,-0.3022,92.8991
2.8333,-0.1756,91.0051
2.8500,-0.0827,90.0605
