TimeStamp,Speed,EyeArea
0.0000,NaN,NaN
0.0167,0.0000,527.0583
0.0333,0.0000,NaN
0.0500,0.0000,NaN
0.0667,0.0000,NaN
0.0833,0.0000,NaN
0.1000,0.0000,NaN
0.1167,0.0000,522.0296
0.1333,0.0000,NaN
0.1500,0.0000,NaN
0.1667,0.0000,NaN
0.1833,0.0000,523.5032
0.2000,0.0000,518.4680
0.2167,0.0000,518.9612
0.2333,0.0000,512.2468
0.2500,0.0000,517.6989
0.2667,0.0000,510.0592
0.2833,0.0000,496.4650
0.3000,0.0000,492.7747
0.3167,0.0000,496.3105
0.3333,0.0000,492.9740
0.3500,0.0000,493.8833
0.3667,0.0000,493.3577
0.3833,0.0000,496.3716
0.4000,0.0000,501.5014
0.4167,0.0000,492.7036
0.4333,0.0000,489.3831
0.4500,0.0000,493.6278
0.4667,0.0000,493.7745
0.4833,0.0000,488.8018
0.5000,0.0000,485.0429
0.5167,0.0000,480.1094
0.5333,0.0000,467.7814
0.5500,0.0000,466.1701
0.5667,0.0000,473.1343
0.5833,0.0000,471.3118
0.6000,0.0202,466.7743
0.6167,0.0781,467.6092
0.6333,0.1692,467.0477
0.6500,0.2900,458.8510
0.6667,0.4273,458.3118
0.6833,0.5350,460.1332
0.7000,0.5726,455.3598
0.7167,0.5234,453.3417
0.7333,0.4080,453.6482
0.7500,0.2722,449.4585
0.7667,0.1545,451.8460
0.7833,0.0751,449.2387
0.8000,0.0287,442.5767
0.8167,0.0062,441.1655
0.8333,0.0000,440.0834
0.8500,0.0000,436.6760
0.8667,0.0000,429.7923
0.8833,0.0000,429.2623
0.9000,0.0000,426.5074
0.9167,0.0000,415.1086
0.9333,0.0000,413.5155
0.9500,0.0000,416.1071
0.9667,0.0000,415.9365
0.9833,0.0000,410.8151
1.0000,0.0000,403.6563
1.0167,0.0000,402.5349
1.0333,0.0000,397.2486
1.0500,0.0000,391.7442
1.0667,0.0000,393.8498
1.0833,0.0165,391.9851
1.1000,0.0710,391.9733
1.1167,0.1603,392.3563
1.1333,0.2799,385.9375
1.1500,0.4229,390.1247
1.1667,0.5420,394.4000
1.1833,0.5946,394.1149
1.2000,0.5552,396.5164
1.2167,0.4418,399.8540
1.2333,0.3016,399.7972
1.2500,0.1748,390.4803
1.2667,0.0867,389.7619
1.2833,0.0348,394.8078
1.3000,0.0083,392.5948
1.3167,0.0000,388.3296
1.3333,0.0000,386.3858
1.3500,0.0000,384.8529
1.3667,0.0000,386.4615
1.3833,0.0000,389.0985
1.4000,0.0000,383.4741
1.4167,0.0000,377.9193
1.4333,0.0000,380.7774
1.4500,0.0000,379.6255
1.4667,0.0000,377.9775
1.4833,0.0134,376.6145
1.5000,0.0659,374.3750
1.5167,0.1581,369.6199
1.5333,0.2789,364.7171
1.5500,0.4313,360.6932
1.5667,0.5625,360.3604
1.5833,0.6295,360.4818
1.6000,0.5977,360.0458
1.6167,0.4836,358.5944
1.6333,0.3358,359.0860
1.6500,0.1975,355.4460
1.6667,0.0990,351.8023
1.6833,0.0405,351.7878
1.7000,0.0101,356.3756
1.7167,0.0000,354.0657
1.7333,0.0000,353.2797
1.7500,0.0000,349.9499
1.7667,0.0000,349.1256
1.7833,0.0000,344.2527
1.8000,0.0000,344.4368
1.8167,0.0000,339.9215
1.8333,0.0000,333.7413
1.8500,0.0000,326.5434
1.8667,0.0000,322.9466
1.8833,0.0000,326.8988
1.9000,0.0000,325.3457
1.9167,0.0000,321.4758
1.9333,0.0000,314.6516
1.9500,0.0000,312.1821
1.9667,0.0000,306.6984
1.9833,0.0000,303.5956
2.0000,0.0000,306.4144
2.0167,0.0000,306.9229
2.0333,0.0076,303.8483
2.0500,0.0519,303.2318
2.0667,0.1317,306.6452
2.0833,0.2389,310.6010
2.1000,0.3764,310.8842
2.1167,0.5081,306.1309
2.1333,0.5773,308.1453
2.1500,0.5604,309.4995
2.1667,0.4664,305.4653
2.1833,0.3322,302.0344
2.2000,0.1966,299.4433
2.2167,0.0985,302.0999
2.2333,0.0427,304.0406
2.2500,0.0113,301.7892
2.2667,0.0000,304.0428
2.2833,0.0000,300.9543
2.3000,0.0000,299.8646
2.3167,0.0000,305.3380
2.3333,0.0000,301.0530
2.3500,0.0000,298.1635
2.3667,0.0000,294.1568
2.3833,0.0000,292.6423
2.4000,0.0000,297.9746
2.4167,0.0000,299.7050
2.4333,0.0000,300.6154
2.4500,0.0000,297.6994
2.4667,0.0000,294.8806
2.4833,0.0000,297.1173
2.5000,0.0000,298.1742
2.5167,0.0000,300.8753
2.5333,0.0000,295.7037
2.5500,0.0000,299.8640
2.5667,0.0000,300.7364
2.5833,0.0000,300.1689
2.6000,0.0000,297.9242
2.6167,0.0000,296.3057
2.6333,0.0000,295.8852
2.6500,0.0000,301.3039
2.6667,0.0000,298.9053
2.6833,0.0000,307.6956
2.7000,0.0000,294.0548
2.7167,0.0000,300.3360
2.7333,0.0000,301.0942
2.7500,0.0000,297.3012
2.7667,0.0000,294.8539
2.7833,0.0000,295.1111
2.8000,0.0004,298.4199
2.8167,0.0369,298.8116
2.8333,0.1077,307.2792
2.8500,0.2125,305.8609
2.8667,0.3446,300.7008
2.8833,0.4814,308.9866
2.9000,0.5643,303.0036
2.9167,0.5676,309.0822
2.9333,0.4841,309.8379
2.9500,0.3551,309.2940
2.9667,0.2156,309.1903
2.9833,0.1104,307.1129
3.0000,0.0486,304.9749
3.0167,0.0135,307.9837
3.0333,0.0007,309.8202
3.0500,0.0000,312.6896
3.0667,0.0000,312.1776
3.0833,0.0000,308.9681
3.1000,0.0000,316.5906
3.1167,0.0000,310.6759
3.1333,0.0000,311.9434
3.1500,0.0000,312.8986
3.1667,0.0000,302.0765
3.1833,0.0000,294.6358
3.2000,0.0000,296.6226
3.2167,0.0000,299.5786
3.2333,0.0000,305.4961
3.2500,0.0000,308.0823
3.2667,0.0000,306.2050
3.2833,0.0000,301.8388
3.3000,0.0000,300.0458
3.3167,0.0000,303.8016
3.3333,0.0000,303.7019
3.3500,0.0000,305.7614
3.3667,0.0000,298.0793
3.3833,0.0000,295.2561
3.4000,0.0000,298.7034
3.4167,0.0000,297.9561
3.4333,0.0000,292.3224
3.4500,0.0000,293.4882
3.4667,0.0000,292.5039
3.4833,0.0000,293.6886
3.5000,0.0000,297.1228
3.5167,0.0000,296.0142
3.5333,0.0000,292.8812
3.5500,0.0000,290.3211
3.5667,0.0000,293.0984
3.5833,0.0000,292.3217
3.6000,0.0000,292.0496
3.6167,0.0000,293.2555
3.6333,0.0000,289.6050
3.6500,0.0000,289.6828
3.6667,0.0000,286.9195
