ClusterID,Channel,UnitType,UnitArea
0,2,good,Undefined
1,1,good,Undefined
2,373,mua,VCX
3,4,good,Undefined
4,1,mua,Undefined
5,4,mua,Undefined
6,10,good,Undefined
7,6,mua,Undefined
8,5,mua,Undefined
9,10,good,Undefined
10,5,good,Undefined
11,8,mua,Undefined
13,7,good,Undefined
14,8,good,Undefined
15,9,mua,Undefined
18,11,good,Undefined
19,12,good,Undefined
21,9,good,Undefined
22,12,mua,Undefined
26,14,good,Undefined
27,16,good,Undefined
28,14,good,Undefined
30,13,good,Undefined
31,15,mua,Undefined
32,14,good,Undefined
33,17,good,Undefined
34,13,good,Undefined
36,18,good,Undefined
37,20,mua,Undefined
38,20,good,Undefined
39,17,good,Undefined
43,20,good,Undefined
47,17,mua,Undefined
48,18,good,Undefined
49,17,good,Undefined
51,21,good,Undefined
52,24,good,Undefined
57,24,good,Undefined
60,23,good,Undefined
61,28,mua,Undefined
64,28,good,Undefined
65,27,mua,Undefined
67,26,good,Undefined
68,25,good,Undefined
70,28,good,Undefined
73,32,good,Undefined
74,32,good,Undefined
75,29,good,Undefined
76,32,good,Undefined
80,29,mua,Undefined
81,36,good,Undefined
83,35,good,Undefined
84,34,good,Undefined
87,34,good,Undefined
89,36,good,Undefined
90,38,mua,Undefined
92,40,good,Undefined
93,37,good,Undefined
95,39,good,Undefined
98,42,good,Undefined
100,42,good,Undefined
101,41,good,Undefined
102,42,good,Undefined
106,48,good,Undefined
107,47,good,Undefined
109,45,good,Undefined
110,45,good,Undefined
111,46,good,Undefined
112,45,mua,Undefined
117,51,good,Undefined
118,52,good,Undefined
119,50,good,Undefined
121,49,good,Undefined
125,54,mua,Undefined
126,56,mua,Undefined
127,54,good,Undefined
128,54,good,Undefined
129,53,mua,Undefined
130,56,mua,Undefined
133,60,good,Undefined
134,57,good,Undefined
135,58,mua,Undefined
137,60,good,Undefined
138,56,good,Undefined
141,57,good,Undefined
142,64,mua,TH
143,63,good,TH
144,64,mua,TH
145,61,good,TH
146,63,mua,TH
152,68,mua,TH
153,65,good,TH
155,68,good,TH
156,68,good,TH
157,69,good,TH
158,71,good,TH
159,70,good,TH
160,70,good,TH
162,76,good,TH
163,72,good,TH
164,72,good,TH
165,76,good,TH
167,73,good,TH
168,74,good,TH
170,76,good,TH
172,76,good,TH
173,73,good,TH
174,77,good,TH
176,80,good,TH
177,77,good,TH
178,78,mua,TH
179,78,good,TH
180,79,mua,TH
183,84,good,TH
184,82,mua,TH
185,83,good,TH
188,86,good,TH
190,88,good,TH
191,88,good,TH
192,85,good,TH
193,81,good,TH
195,82,good,TH
196,88,good,TH
198,86,good,TH
199,89,good,TH
200,92,good,TH
201,90,good,TH
202,92,good,TH
203,90,mua,TH
204,92,good,TH
205,90,good,TH
206,90,good,TH
208,97,good,TH
209,94,good,TH
210,93,good,TH
211,93,good,TH
213,95,mua,TH
215,93,good,TH
216,97,good,TH
217,100,good,TH
219,100,good,TH
223,100,good,TH
224,97,good,TH
225,101,good,TH
226,104,good,TH
227,104,good,TH
229,101,good,TH
230,103,good,TH
231,104,mua,TH
232,106,good,TH
233,103,good,TH
234,102,good,TH
236,101,good,TH
238,104,good,TH
239,103,good,TH
240,108,good,TH
241,107,good,TH
242,107,good,TH
243,108,good,TH
244,105,good,TH
245,108,good,TH
246,108,good,TH
249,108,good,TH
250,107,good,TH
251,108,good,TH
252,110,good,TH
253,109,mua,TH
255,112,mua,TH
256,111,good,TH
257,111,mua,TH
258,111,good,TH
259,112,good,TH
260,109,good,TH
262,116,mua,TH
263,115,good,TH
265,113,good,TH
267,114,good,TH
268,112,good,TH
271,113,good,TH
273,119,good,TH
276,117,good,TH
278,122,good,TH
279,124,good,TH
280,123,good,TH
281,124,good,TH
282,121,good,TH
283,121,good,TH
284,125,good,TH
285,128,good,TH
286,129,good,TH
287,127,good,TH
289,125,good,TH
290,131,mua,TH
292,129,good,TH
293,129,good,TH
294,133,good,TH
295,133,mua,TH
296,133,good,TH
297,373,mua,VCX
