TimeStamp,Speed,EyeArea
0.0000,0.0000,53.0176
0.0167,0.0000,53.2575
0.0333,0.0000,52.5897
0.0500,0.0000,51.8976
0.0667,0.0000,51.7284
0.0833,0.0000,51.5821
0.1000,0.0000,51.3718
0.1167,0.0000,51.1603
0.1333,0.0000,52.9120
0.1500,0.0000,54.7710
0.1667,0.0000,53.7380
0.1833,0.0000,52.5729
0.2000,0.0000,53.0154
0.2167,0.0000,53.5415
0.2333,0.0000,54.2548
0.2500,0.0000,54.9829
0.2667,0.0000,54.6913
0.2833,0.0000,54.3182
0.3000,0.0000,54.5762
0.3167,0.0000,54.8838
0.3333,0.0000,54.7323
0.3500,0.0000,54.5442
0.3667,0.0000,53.5665
0.3833,0.0000,52.5141
0.4000,0.0000,52.4448
0.4167,0.0000,52.4773
0.4333,0.0000,52.8233
0.4500,0.0000,53.2052
0.4667,0.0000,52.8331
0.4833,0.0000,52.3716
0.5000,0.0000,52.7693
0.5167,0.0000,53.2618
0.5333,0.0000,52.4168
0.5500,0.0000,51.3830
0.5667,0.0000,51.3213
0.5833,0.0000,51.4001
0.6000,0.0000,52.1700
0.6167,0.0000,53.0318
0.6333,0.0000,53.5347
0.6500,0.0000,53.9811
0.6667,0.0000,54.7538
0.6833,0.0000,55.5745
0.7000,0.0000,55.5837
0.7167,0.0000,55.4600
0.7333,0.0000,54.2191
0.7500,0.0000,52.7540
0.7667,0.0000,52.8362
0.7833,0.0000,53.2112
0.8000,0.0000,53.6587
0.8167,0.0000,54.1189
0.8333,0.0000,54.4573
0.8500,0.0000,54.7716
0.8667,0.0000,53.4871
0.8833,0.0000,51.8346
0.9000,0.0000,52.4368
0.9167,0.0000,53.5565
0.9333,0.0000,54.5760
0.9500,0.0000,55.5748
0.9667,0.0000,54.7340
0.9833,0.0000,53.4098
1.0000,-0.0073,52.4553
1.0167,-0.0163,51.5863
1.0333,-0.0406,51.5932
1.0500,-0.0689,51.8269
1.0667,-0.1116,51.6981
1.0833,-0.1585,51.4653
1.1000,-0.2172,51.9409
1.1167,-0.2789,52.5947
1.1333,-0.3466,52.8804
1.1500,-0.4163,53.0549
1.1667,-0.4789,52.9631
1.1833,-0.5387,52.7652
1.2000,-0.5633,53.3809
1.2167,-0.5768,54.2531
1.2333,-0.5486,54.5287
1.2500,-0.5055,54.5902
1.2667,-0.4305,53.6231
1.2833,-0.3457,52.3372
1.3000,-0.2390,52.4117
1.3167,-0.1250,52.9397
1.3333,-0.0084,53.7042
1.3500,0.1092,54.5603
1.3667,0.2077,54.6851
1.3833,0.2992,54.5406
1.4000,0.3677,54.7870
1.4167,0.4273,55.1845
1.4333,0.4629,54.7589
1.4500,0.4881,53.9821
1.4667,0.4889,53.7435
1.4833,0.4796,53.7282
1.5000,0.4521,53.2892
