TimeStamp,Speed,EyeArea
0.0000,NaN,NaN
0.0167,0.0000,88.6211
0.0333,0.0000,90.9827
0.0500,0.0000,89.5812
0.0667,0.0000,86.6901
0.0833,0.0000,86.1142
0.1000,0.0000,86.4205
0.1167,0.0000,85.2451
0.1333,0.0000,83.5740
0.1500,0.0000,82.0530
0.1667,0.0000,80.5818
0.1833,0.0000,82.7279
0.2000,0.0000,86.0887
0.2167,0.0000,85.4326
0.2333,0.0000,83.4547
0.2500,0.0000,82.5206
0.2667,0.0000,81.8983
0.2833,0.0000,81.0933
0.3000,0.0000,80.2366
0.3167,0.0000,82.0396
0.3333,0.0000,84.4922
0.3500,0.0000,84.1014
0.3667,0.0000,82.8690
0.3833,0.0000,81.8523
0.4000,0.0000,80.8972
0.4167,0.0000,83.1998
0.4333,0.0000,86.1564
0.4500,0.0000,85.3076
0.4667,0.0000,83.4193
0.4833,0.0000,81.5949
0.5000,0.0000,79.7846
0.5167,0.0000,80.1818
0.5333,0.0000,81.1657
0.5500,0.0000,80.7002
0.5667,0.0000,79.9504
0.5833,0.0000,79.4374
0.6000,0.0000,78.9767
0.6167,0.0000,80.3457
0.6333,0.0000,81.9331
0.6500,0.0000,80.7545
0.6667,0.0000,79.1780
0.6833,0.0000,80.1418
0.7000,0.0000,81.5546
0.7167,0.0000,81.4387
0.7333,0.0000,81.0859
0.7500,0.0000,82.0142
0.7667,0.0000,83.0967
0.7833,0.0000,84.1166
0.8000,0.0000,85.1287
0.8167,0.0000,85.1889
0.8333,0.0000,85.1783
0.8500,0.0000,84.5587
0.8667,0.0000,83.8786
0.8833,0.0000,84.1140
0.9000,0.0000,84.4070
0.9167,0.0000,84.7039
0.9333,0.0000,85.0012
0.9500,0.0000,84.8585
0.9667,0.0000,84.6776
0.9833,0.0000,83.3388
1.0000,0.0000,81.9557
1.0167,0.0000,83.4832
1.0333,0.0000,85.0935
1.0500,0.0000,84.7186
1.0667,0.0000,84.3419
1.0833,0.0000,82.4675
1.1000,0.0000,80.5677
1.1167,0.0000,83.2889
1.1333,0.0000,86.0101
1.1500,0.0000,85.7805
1.1667,0.0000,85.5385
1.1833,0.0000,85.5996
1.2000,0.0000,85.6167
1.2167,0.0000,83.9789
